,Trial,CurrentWaypoint,TrialAttempt,Time,LogFreq,FPS,GoalX,GoalY,PosX,PosY,RotX,RotY,RotZ,Event
0,0,1,1,0.01388889,72.0,72.0,4.0,0.0,-3.849398317073412,0.1260382690688148,4.147369,49.06789,358.5546,StopSignalDeactivated; TrialStarted
1,0,1,1,0.02777778,72.0,72.0,4.0,0.0,-3.849517572816328,0.12679982456110642,4.160494,49.10579,358.5959,
2,0,1,1,0.04166667,72.0,72.0,4.0,0.0,-3.8496301612064996,0.12755364360404517,4.160063,49.13129,358.6283,
3,0,1,1,0.05555556,72.0,72.0,4.0,0.0,-3.8497355100615573,0.1282983715959617,4.140215,49.15951,358.6434,
4,0,1,1,0.06944445,72.0,72.0,4.0,0.0,-3.8498330345577756,0.12903261237706257,4.115835,49.1624,358.6467,
5,0,1,1,0.08333334,72.0,72.0,4.0,0.0,-3.8499221379326314,0.12975492969138422,4.102412,49.16533,358.632,
6,0,1,1,0.09722222,72.0,72.0,4.0,0.0,-3.8500022122395925,0.1304638488045667,4.098569,49.17019,358.624,
7,0,1,1,0.1111111,72.0,72.0,4.0,0.0,-3.850072639155088,0.1311578582781646,4.114109,49.17545,358.608,
8,0,1,1,0.125,72.0,72.0,4.0,0.0,-3.850132790837478,0.13183541190075287,4.114109,49.17545,358.608,
9,0,1,1,0.1388889,72.0,72.0,4.0,0.0,-3.850182030837683,0.13249493077560742,4.156629,49.18262,358.61,
10,0,1,1,0.1527778,72.0,72.0,4.0,0.0,-3.8502197150609816,0.1331348055642385,4.239003,49.22512,358.6459,
11,0,1,1,0.1666667,72.0,72.0,4.0,0.0,-3.8502451927793353,0.13375339888453402,4.272805,49.2514,358.6687,
12,0,1,1,0.1805556,72.0,72.0,4.0,0.0,-3.850257807693414,0.13434904786172644,4.301274,49.27139,358.6877,
13,0,1,1,0.1944445,72.0,72.0,4.0,0.0,-3.8502568990433406,0.134920066829843,4.339369,49.28249,358.7135,
14,0,1,1,0.2083334,72.0,72.0,4.0,0.0,-3.8502418027669916,0.1354647501807377,4.378561,49.29018,358.7439,
15,0,1,1,0.2222223,72.0,72.0,4.0,0.0,-3.8502118527045126,0.13598137535724092,4.420418,49.28847,358.7762,
16,0,1,1,0.2361112,72.0,72.0,4.0,0.0,-3.8501663818475205,0.1364682059863972,4.459885,49.27067,358.8019,
17,0,1,1,0.2500001,72.0,72.0,4.0,0.0,-3.8501047236312766,0.1369234951481936,4.505568,49.25662,358.8446,
18,0,1,1,0.263889,72.0,72.0,4.0,0.0,-3.850026213267931,0.1373454887746137,4.558193,49.24778,358.8805,
19,0,1,1,0.2777779,72.0,72.0,4.0,0.0,-3.849930189118748,0.13773242917328551,4.612218,49.23286,358.9193,
20,0,1,1,0.2916667,72.0,72.0,4.0,0.0,-3.8498159941030434,0.1380825586694337,4.672561,49.21528,358.9745,
21,0,1,1,0.3055556,72.0,72.0,4.0,0.0,-3.849682977141363,0.13839412335929704,4.732758,49.1918,359.0228,
22,0,1,1,0.3194445,72.0,72.0,4.0,0.0,-3.8495304946302538,0.13866537696763795,4.784194,49.16502,359.0549,
23,0,1,1,0.3333334,72.0,72.0,4.0,0.0,-3.8493579119458023,0.13889458480145092,4.836072,49.13927,359.0833,
