Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
0,1,TRUE,FALSE,0,4,0,-3.071068,-7.071067,45,4,4,-4,270,8,-4,-4
1,1,TRUE,FALSE,0,0,0,-7.071068,-7.071067,180,4,2.828427,2.828427,225,4,2.828427,-1.171573
2,1,TRUE,FALSE,0,0,0,-7.071068,-7.071067,0,4,-2.828427,-2.828427,135,4,1.171573,-2.828427
3,1,TRUE,FALSE,0,-4,0,-11.07107,-7.071067,135,8,4,0,270,4,4,-4
4,1,TRUE,FALSE,0,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,90,4,-4,-4
5,1,TRUE,FALSE,0,-4,0,3.071066,-7.071069,45,8,4,0,180,8,-4,-6.99E-07
6,1,TRUE,FALSE,0,4,0,-5.238795,-3.826834,0,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
7,1,TRUE,FALSE,0,-4,0,3.071066,-7.071069,315,4,-4,-4,90,8,4,-4
8,1,TRUE,FALSE,0,4,0,-5.238795,-3.826834,0,4,0.304482,-1.530734,180,4,4,1.19E-07
9,1,TRUE,FALSE,0,4,0,0.173166,9.238795,45,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
10,1,TRUE,FALSE,0,4,0,-5.238795,-3.826834,0,8,-3.391036,-3.061467,180,8,4,2.38E-07
11,1,TRUE,FALSE,0,-4,0,-14,-8.74E-07,90,4,-4,-4,90,8,4,-4
12,1,TRUE,FALSE,0,4,0,14,0,270,4,4,-4,270,8,-4,-4
13,1,TRUE,FALSE,0,4,0,-5.238795,-3.826834,315,8,-3.391036,3.061468,225,4,0.304482,4.592202
14,1,TRUE,FALSE,0,0,0,-9.238795,-3.826834,45,4,-1.530734,-3.695518,135,4,2.164784,-2.164784
15,1,TRUE,FALSE,0,0,0,-9.238795,-3.826834,315,4,-3.695518,1.530734,225,8,3.695518,4.592202
16,2,TRUE,TRUE,0,0,0,-9.238795,3.826835,270,4,1.530734,3.695518,225,4,3.061468,2.38E-07
17,2,TRUE,TRUE,0,4,0,-5.238795,3.826835,0,8,-3.391036,3.061468,135,4,-1.860302,-0.6340499
18,2,TRUE,TRUE,0,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,135,8,0.3295693,4.329569
19,2,TRUE,TRUE,0,4,0,-5.238795,3.826835,0,4,0.304482,1.530734,45,4,-3.391036,2.38E-07
20,3,FALSE,TRUE,0,-4,0,6,0,0,8,4,0,225,4,1.171573,-2.828427
21,3,FALSE,TRUE,0,-4,0,6,0,0,4,0,0,180,4,-4,-3.50E-07
22,3,FALSE,TRUE,0,0,0,10,0,135,4,-2.828427,2.828427,180,8,2.828426,-2.828428
23,3,FALSE,TRUE,0,-4,0,6,0,315,4,-1.171573,-2.828428,45,4,2.828427,-2.828428
24,3,FALSE,TRUE,0,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
25,3,FALSE,TRUE,0,4,0,14,0,90,4,4,4,90,8,-4,3.999999
26,3,FALSE,TRUE,0,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
27,3,FALSE,TRUE,0,4,0,14,0,270,4,4,-4,270,8,-4,-4
28,3,FALSE,TRUE,0,-4,0,3.071068,7.071068,315,8,4,0,135,4,1.171573,2.828427
29,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,45,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
30,3,FALSE,TRUE,0,-4,0,-14,-8.74E-07,225,4,-1.171573,2.828427,180,4,-4,2.38E-07
31,3,FALSE,TRUE,0,4,0,7.826834,9.238795,90,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
32,3,FALSE,TRUE,0,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,270,4,-4,3.999999
33,3,FALSE,TRUE,0,-4,0,-4,10,0,4,-4,4,270,8,4,4
34,3,FALSE,TRUE,0,4,0,-6,-8.74E-07,315,4,1.171573,2.828427,45,4,-2.828427,2.828427
35,3,FALSE,TRUE,0,-4,0,-14,-8.74E-07,180,8,4,0,90,4,4,4
36,3,FALSE,TRUE,0,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
37,3,FALSE,TRUE,0,-4,0,-11.07107,-7.071067,45,4,-4,-4,90,8,4,-4
38,3,FALSE,TRUE,0,0,0,-7.071068,7.071068,180,4,2.828427,-2.828428,180,8,-2.828428,2.828427
39,3,FALSE,TRUE,0,-4,0,-11.07107,7.071068,315,4,-4,4,270,8,4,4
40,3,FALSE,TRUE,0,-4,0,-11.07107,7.071068,270,4,-1.171573,2.828427,225,4,-1.171573,-1.171573
41,3,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,90,4,-4,-4
42,3,FALSE,TRUE,0,0,0,-7.071068,7.071068,0,4,-2.828427,2.828427,135,4,-2.828427,-1.171573
43,3,FALSE,TRUE,0,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
44,3,FALSE,TRUE,0,0,0,-7.071068,7.071068,90,4,-2.828427,-2.828427,225,4,-2.828428,1.171573
45,3,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,4,0,-3.50E-07,180,4,4,-3.50E-07
46,3,FALSE,TRUE,0,4,0,-5.238795,-3.826834,270,4,2.469266,3.695518,135,8,-0.5922022,-3.695518
47,3,FALSE,TRUE,0,-4,0,-11.07107,7.071068,315,4,-4,4,270,8,4,4
48,3,FALSE,TRUE,0,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
49,3,FALSE,TRUE,0,4,0,-5.238795,-3.826834,0,8,-3.391036,-3.061467,180,8,4,2.38E-07
50,3,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,135,4,-1.171573,-2.828428
51,3,FALSE,TRUE,0,-4,0,-4,-10,0,4,-4,-4,90,8,4,-4
52,4,FALSE,TRUE,9,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,135,8,0.3295693,4.329569
53,4,FALSE,TRUE,9,4,0,-5.238795,3.826835,45,8,-3.391036,-3.061467,225,4,-1.860302,0.6340506
54,4,FALSE,TRUE,9,0,0,10,0,0,4,4,0,270,4,4,-4
55,4,FALSE,TRUE,9,-4,0,6,0,90,4,-4,4,270,8,4,4
