Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
56,4,FALSE,TRUE,9,4,0,0.173166,9.238795,90,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
57,4,FALSE,TRUE,9,-4,0,6,0,0,8,4,0,180,8,-4,-6.99E-07
58,4,FALSE,TRUE,9,0,0,10,0,315,4,2.828427,-2.828428,180,4,-4.77E-07,-4.77E-07
59,4,FALSE,TRUE,9,4,0,14,0,135,4,1.171573,2.828427,45,4,-2.828427,2.828427
60,4,FALSE,TRUE,9,0,0,-7.071068,-7.071067,90,4,2.828427,-2.828428,180,4,-4.77E-07,-4.77E-07
61,4,FALSE,TRUE,9,-4,0,-0.1731658,9.238795,270,8,3.391037,-3.061467,135,8,0.3295693,4.329569
62,4,FALSE,TRUE,9,-4,0,-11.07107,-7.071067,45,4,-4,-4,90,8,4,-4
63,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,45,8,3.391036,3.061468,225,8,0.3295674,-4.329568
64,4,FALSE,TRUE,9,0,0,-7.071068,-7.071067,315,4,-4,-3.50E-07,180,8,4,-3.50E-07
65,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,270,4,-4,3.999999
66,4,FALSE,TRUE,9,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,135,4,-1.171573,-2.828428
67,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,0,4,1.171573,-2.828427,225,4,1.171573,1.171573
68,4,FALSE,TRUE,9,4,0,14,0,180,4,0,-3.50E-07,315,4,-2.828427,2.828427
69,4,FALSE,TRUE,9,-4,0,6,0,0,8,4,0,90,4,4,4
70,4,FALSE,TRUE,9,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
71,4,FALSE,TRUE,9,4,0,14,0,270,4,4,-4,270,8,-4,-4
72,4,FALSE,TRUE,9,0,0,10,0,135,4,-2.828427,2.828427,180,8,2.828426,-2.828428
73,4,FALSE,TRUE,9,-4,0,6,0,45,4,-1.171573,2.828427,225,4,-1.171573,-1.171573
74,4,FALSE,TRUE,9,-4,0,-4,-10,0,4,-4,-4,90,8,4,-4
75,4,FALSE,TRUE,9,4,0,0.173166,9.238795,45,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
76,4,FALSE,TRUE,9,0,0,7.071068,7.071068,225,4,4.77E-08,-4,90,4,4,-4
77,4,FALSE,TRUE,9,-4,0,-11.07107,7.071068,315,4,-4,4,270,8,4,4
78,4,FALSE,TRUE,9,4,0,-5.238795,-3.826834,0,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
79,4,FALSE,TRUE,9,4,0,11.07107,7.071068,45,4,4,4,90,8,-4,3.999999
80,4,FALSE,TRUE,9,0,0,7.071068,7.071068,0,4,2.828427,2.828427,180,8,-2.828428,-2.828427
81,4,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
82,4,FALSE,TRUE,9,4,0,11.07107,7.071068,135,4,0,-3.50E-07,270,4,-1.75E-07,4
83,4,FALSE,TRUE,9,-4,0,3.071068,7.071068,315,8,4,0,180,4,0,-3.50E-07
