Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
27,3,FALSE,TRUE,9,4,0,7.826834,9.238795,90,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
28,3,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
29,3,FALSE,TRUE,9,-4,0,5.238795,3.826835,0,8,3.391036,3.061468,180,4,-0.304482,1.530734
30,3,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,135,4,-1.171573,-2.828428
31,3,FALSE,TRUE,9,-4,0,-11.07107,-7.071067,225,4,-4,4,270,8,4,4
32,3,FALSE,TRUE,9,4,0,-3.071068,-7.071067,45,4,4,-4,270,4,0,-4
33,3,FALSE,TRUE,9,4,0,0.173166,9.238795,90,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
34,3,FALSE,TRUE,9,0,0,-7.071068,-7.071067,315,4,-4,-3.50E-07,90,4,-4,-4
35,3,FALSE,TRUE,9,0,0,-7.071068,-7.071067,0,4,-2.828427,-2.828427,180,8,2.828427,2.828427
36,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,225,4,-1.171573,2.828426
37,3,FALSE,TRUE,9,-4,0,6,0,0,8,4,0,270,4,4,-4
38,3,FALSE,TRUE,9,0,0,-7.071068,7.071068,45,4,-4,-3.50E-07,180,8,4,-3.50E-07
39,3,FALSE,TRUE,9,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
40,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,0,4,1.171573,2.828427,135,4,1.171573,-1.171573
41,3,FALSE,TRUE,9,-4,0,-11.07107,7.071068,315,4,-4,4,270,8,4,4
42,3,FALSE,TRUE,9,4,0,7.826834,9.238795,90,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
43,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,90,4,1.171573,-2.828427,180,4,4,2.38E-07
44,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,135,4,4,-4,270,8,-4,-4
45,3,FALSE,TRUE,9,4,0,-5.238795,-3.826834,315,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
46,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,0,4,1.171573,2.828427,45,4,-2.828427,2.828427
47,3,FALSE,TRUE,9,-4,0,6,0,0,8,4,0,270,4,4,-4
48,3,FALSE,TRUE,9,-4,0,-11.07107,7.071068,225,4,0,0,315,4,2.828427,-2.828428
49,3,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,90,8,3.391036,3.061468,225,8,0.3295674,-4.329568
50,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,180,8,4,-6.99E-07
51,3,FALSE,TRUE,9,4,0,-3.071068,7.071068,90,4,1.171573,-2.828427,180,4,4,2.38E-07
52,4,FALSE,TRUE,0,0,0,10,0,315,4,2.828427,-2.828428,180,4,-4.77E-07,-4.77E-07
53,4,FALSE,TRUE,0,4,0,-3.071068,-7.071067,45,4,4,-4,270,8,-4,-4
54,4,FALSE,TRUE,0,4,0,14,0,135,4,1.171573,2.828427,90,4,-1.656854,2.38E-07
55,4,FALSE,TRUE,0,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
56,4,FALSE,TRUE,0,-4,0,6,0,270,4,-4,-4,90,8,4,-4
57,4,FALSE,TRUE,0,-4,0,6,0,0,4,0,0,225,4,-2.828427,-2.828427
58,4,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
59,4,FALSE,TRUE,0,-4,0,6,0,0,8,4,0,180,8,-4,-6.99E-07
60,4,FALSE,TRUE,0,4,0,4,-10,315,4,1.171573,-2.828427,225,4,1.171573,1.171573
61,4,FALSE,TRUE,0,-4,0,-4,-10,90,8,4,0,270,4,4,-4
62,4,FALSE,TRUE,0,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
63,4,FALSE,TRUE,0,0,0,1.19E-07,-10,0,4,4.77E-08,-4,90,4,4,-4
64,4,FALSE,TRUE,0,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
65,4,FALSE,TRUE,0,0,0,1.19E-07,-10,45,4,2.828427,-2.828428,180,8,-2.828428,2.828427
66,4,FALSE,TRUE,0,-4,0,3.071066,-7.071069,45,8,4,0,180,4,0,-3.50E-07
67,4,FALSE,TRUE,0,4,0,4,-10,270,8,-4,-6.99E-07,135,4,-1.171573,-2.828428
68,4,FALSE,TRUE,0,4,0,-3.071068,7.071068,315,4,4,4,135,8,-1.656855,-1.656854
69,4,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,4,0,-3.50E-07,180,4,4,-3.50E-07
70,4,FALSE,TRUE,0,4,0,4,-10,0,4,4,-4,270,8,-4,-4
71,4,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
72,4,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,180,8,4,-6.99E-07
73,4,FALSE,TRUE,0,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,270,4,-4,3.999999
74,4,FALSE,TRUE,0,-4,0,-11.07107,7.071068,135,4,-4,-4,90,8,4,-4
75,4,FALSE,TRUE,0,0,0,-7.071068,7.071068,225,4,4,0,90,4,4,4
76,4,FALSE,TRUE,0,0,0,7.071066,-7.071069,270,4,-2.828427,-2.828427,225,4,-2.828428,1.171573
77,4,FALSE,TRUE,0,-4,0,3.071066,-7.071069,45,8,4,0,135,4,1.171573,2.828427
78,4,FALSE,TRUE,0,4,0,-5.238795,3.826835,0,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
79,4,FALSE,TRUE,0,0,0,7.071066,-7.071069,45,4,4,0,180,8,-4,-6.99E-07
80,4,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
81,4,FALSE,TRUE,0,-4,0,3.071066,-7.071069,0,4,-1.171573,-2.828428,90,4,1.656854,-4.77E-07
82,4,FALSE,TRUE,0,-4,0,3.071066,-7.071069,315,4,-4,-4,90,8,4,-4
83,4,FALSE,TRUE,0,-4,0,-4,10,270,8,4,0,180,4,0,-3.50E-07
