Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
22,3,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
23,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,0,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
24,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,90,4,2.469266,-3.695518,270,4,-1.226252,-2.164784
25,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,45,4,0.304482,-1.530734,180,4,4,1.19E-07
26,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,45,8,-3.391036,-3.061467,180,8,4,2.38E-07
27,3,FALSE,TRUE,0,0,0,-9.238795,3.826835,135,4,1.530734,-3.695518,225,4,-2.164783,-2.164784
28,3,FALSE,TRUE,0,-4,0,5.238795,3.826835,0,8,3.391036,3.061468,225,8,0.3295674,-4.329568
29,3,FALSE,TRUE,0,-4,0,-11.07107,7.071068,315,4,-4,4,270,8,4,4
30,3,FALSE,TRUE,0,0,0,-7.071068,7.071068,45,4,-4,-3.50E-07,225,4,-1.171573,2.828427
31,3,FALSE,TRUE,0,0,0,-7.071068,7.071068,270,4,2.828427,2.828427,180,4,-2.38E-07,2.38E-07
32,3,FALSE,TRUE,0,4,0,-3.071068,7.071068,0,4,1.171573,2.828427,90,4,-1.656854,2.38E-07
33,3,FALSE,TRUE,0,4,0,-5.238795,-3.826834,315,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
34,3,FALSE,TRUE,0,-4,0,-11.07107,7.071068,135,4,-4,-4,90,8,4,-4
35,3,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,180,8,4,-6.99E-07
36,3,FALSE,TRUE,0,4,0,-6,-8.74E-07,90,4,4,-4,225,4,1.171573,-1.171573
37,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,45,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
38,3,FALSE,TRUE,0,0,0,-10,-8.74E-07,315,4,-2.828427,2.828427,135,4,-2.828427,-1.171573
39,3,FALSE,TRUE,0,4,0,4,10,0,4,4,4,90,8,-4,3.999999
40,3,FALSE,TRUE,0,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,180,8,4,-6.99E-07
41,3,FALSE,TRUE,0,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,135,8,0.3295693,4.329569
42,3,FALSE,TRUE,0,4,0,-6,-8.74E-07,45,4,1.171573,-2.828427,180,4,4,2.38E-07
43,3,FALSE,TRUE,0,-4,0,-14,-8.74E-07,270,4,-4,4,270,8,4,4
44,3,FALSE,TRUE,0,4,0,11.07107,-7.071069,225,8,-4,-6.99E-07,180,8,4,-6.99E-07
45,3,FALSE,TRUE,0,-4,0,3.071066,-7.071069,45,8,4,0,180,4,0,-3.50E-07
46,3,FALSE,TRUE,0,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,135,4,1.860303,0.6340508
47,3,FALSE,TRUE,0,4,0,11.07107,-7.071069,315,4,4,-4,270,8,-4,-4
48,3,FALSE,TRUE,0,4,0,-5.238795,3.826835,0,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
49,3,FALSE,TRUE,0,0,0,7.071066,-7.071069,90,4,2.828427,2.828427,225,4,2.828427,-1.171573
50,3,FALSE,TRUE,0,4,0,4,10,0,4,4,4,90,8,-4,3.999999
51,3,FALSE,TRUE,0,0,0,7.071066,-7.071069,45,4,4,0,270,4,4,-4
52,4,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,90,8,3.391036,3.061468,225,8,0.3295674,-4.329568
53,4,FALSE,TRUE,9,4,0,-5.238795,3.826835,0,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
54,4,FALSE,TRUE,9,-4,0,-11.07107,-7.071067,225,4,-4,4,270,8,4,4
55,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,4,0,-3.50E-07,0,4,-4,-6.99E-07
56,4,FALSE,TRUE,9,0,0,-7.071068,-7.071067,90,4,2.828427,-2.828428,135,4,2.828426,1.171572
57,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,270,4,1.171573,2.828427,45,4,-2.828427,2.828427
58,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,180,4,0,-6.99E-07
59,4,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,180,8,-4,4.77E-07
60,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,315,4,4,4,90,8,-4,3.999999
61,4,FALSE,TRUE,9,0,0,-7.071068,7.071068,180,4,2.828427,-2.828428,135,4,2.828426,1.171572
62,4,FALSE,TRUE,9,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
63,4,FALSE,TRUE,9,-4,0,3.071068,7.071068,45,4,-4,4,270,8,4,4
64,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
65,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,90,4,-4,-4
66,4,FALSE,TRUE,9,-4,0,-11.07107,7.071068,270,4,-1.171573,2.828427,225,4,-1.171573,-1.171573
67,4,FALSE,TRUE,9,0,0,-7.071068,7.071068,0,4,-2.828427,2.828427,180,8,2.828426,-2.828428
68,4,FALSE,TRUE,9,4,0,7.826836,-9.238794,270,8,-3.391036,-3.061467,180,8,4,2.38E-07
69,4,FALSE,TRUE,9,4,0,7.826836,-9.238794,225,4,0.304482,1.530734,45,4,-3.391036,2.38E-07
70,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,180,4,-0.3044815,-1.530733
71,4,FALSE,TRUE,9,0,0,3.826836,-9.238794,315,4,-1.530734,-3.695518,135,4,2.164784,-2.164784
72,4,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,90,8,3.391036,3.061468,225,8,0.3295674,-4.329568
73,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,90,4,-4,-4
74,4,FALSE,TRUE,9,4,0,7.826836,-9.238794,270,4,0.304482,-1.530734,0,4,-3.391036,-3.061467
75,4,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
76,4,FALSE,TRUE,9,4,0,-6,-8.74E-07,270,4,4,4,90,8,-4,3.999999
77,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,180,8,4,-6.99E-07
78,4,FALSE,TRUE,9,-4,0,-11.07107,7.071068,315,4,-4,4,270,8,4,4
79,4,FALSE,TRUE,9,4,0,-5.238795,3.826835,0,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
80,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,45,4,0,-3.50E-07,0,4,-4,-6.99E-07
81,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,90,4,1.171573,-2.828427,180,4,4,2.38E-07
82,4,FALSE,TRUE,9,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
83,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,135,4,4,-4,225,4,1.171573,-1.171573
