Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
38,3,FALSE,TRUE,9,-4,0,-14,-8.74E-07,135,4,-1.171573,-2.828428,45,4,2.828427,-2.828428
39,3,FALSE,TRUE,9,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
40,3,FALSE,TRUE,9,4,0,-6,-8.74E-07,90,4,4,-4,270,8,-4,-4
41,3,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
42,3,FALSE,TRUE,9,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,180,8,4,-6.99E-07
43,3,FALSE,TRUE,9,4,0,-6,-8.74E-07,270,4,4,4,90,8,-4,3.999999
44,3,FALSE,TRUE,9,0,0,-7.071068,-7.071067,180,4,2.828427,2.828427,180,8,-2.828428,-2.828427
45,3,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,225,4,-1.171573,2.828426
46,3,FALSE,TRUE,9,-4,0,6,0,0,8,4,0,90,4,4,4
47,3,FALSE,TRUE,9,-4,0,-11.07107,-7.071067,135,4,0,0,315,4,2.828427,-2.828428
48,3,FALSE,TRUE,9,-4,0,5.238795,-3.826834,45,8,3.391036,3.061468,225,8,0.3295674,-4.329568
49,3,FALSE,TRUE,9,4,0,4,10,0,4,4,4,90,8,-4,3.999999
50,3,FALSE,TRUE,9,4,0,-3.071068,-7.071067,45,4,4,-4,270,8,-4,-4
51,3,FALSE,TRUE,9,-4,0,-11.07107,-7.071067,135,8,4,0,270,4,4,-4
52,4,FALSE,TRUE,0,0,0,10,0,315,4,2.828427,-2.828428,180,4,-4.77E-07,-4.77E-07
53,4,FALSE,TRUE,0,0,0,10,0,90,4,-1.75E-07,4,180,8,-7.94E-08,-4
54,4,FALSE,TRUE,0,-4,0,6,0,0,8,4,0,135,4,1.171573,2.828427
55,4,FALSE,TRUE,0,4,0,-5.238795,3.826835,45,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
56,4,FALSE,TRUE,0,4,0,14,0,270,4,4,-4,270,8,-4,-4
57,4,FALSE,TRUE,0,0,0,10,0,45,4,2.828427,2.828427,225,4,2.828427,-1.171573
58,4,FALSE,TRUE,0,-4,0,-4,-10,0,4,-4,-4,90,8,4,-4
59,4,FALSE,TRUE,0,4,0,-5.238795,-3.826834,315,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
60,4,FALSE,TRUE,0,-4,0,-0.1731639,-9.238794,90,8,3.391036,3.061468,225,8,0.3295674,-4.329568
61,4,FALSE,TRUE,0,4,0,-6,-8.74E-07,0,4,0,-3.50E-07,135,4,2.828427,-2.828428
62,4,FALSE,TRUE,0,-4,0,-14,-8.74E-07,270,4,-4,4,270,8,4,4
63,4,FALSE,TRUE,0,-4,0,-14,-8.74E-07,90,4,-4,-4,180,4,-4,0
64,4,FALSE,TRUE,0,4,0,-6,-8.74E-07,45,4,1.171573,-2.828427,315,4,-2.828427,-2.828427
65,4,FALSE,TRUE,0,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,180,8,4,-6.99E-07
66,4,FALSE,TRUE,0,4,0,-5.238795,-3.826834,315,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
67,4,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,225,4,-1.171573,2.828426
68,4,FALSE,TRUE,0,0,0,10,0,180,4,-4,-3.50E-07,90,4,-4,-4
69,4,FALSE,TRUE,0,0,0,10,0,225,4,-2.828427,-2.828427,135,4,1.171573,-2.828427
70,4,FALSE,TRUE,0,-4,0,5.238795,-3.826834,45,8,3.391036,3.061468,225,8,0.3295674,-4.329568
71,4,FALSE,TRUE,0,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,135,8,0.3295693,4.329569
72,4,FALSE,TRUE,0,-4,0,6,0,0,8,4,0,180,8,-4,-6.99E-07
73,4,FALSE,TRUE,0,4,0,4,10,0,4,4,4,90,8,-4,3.999999
74,4,FALSE,TRUE,0,4,0,14,0,270,4,4,-4,270,8,-4,-4
75,4,FALSE,TRUE,0,-4,0,6,0,45,4,-1.171573,2.828427,315,4,2.828427,2.828427
76,4,FALSE,TRUE,0,-4,0,5.238795,-3.826834,45,8,3.391036,3.061468,225,8,0.3295674,-4.329568
77,4,FALSE,TRUE,0,4,0,-3.071068,7.071068,315,4,4,4,90,8,-4,3.999999
78,4,FALSE,TRUE,0,0,0,-7.071068,-7.071067,225,4,-1.75E-07,4,270,4,4,4
79,4,FALSE,TRUE,0,4,0,4,-10,0,4,4,-4,270,8,-4,-4
80,4,FALSE,TRUE,0,0,0,-7.071068,-7.071067,180,4,2.828427,2.828427,135,4,-1.171573,2.828427
81,4,FALSE,TRUE,0,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
82,4,FALSE,TRUE,0,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,90,4,-4,-4
83,4,FALSE,TRUE,0,0,0,-7.071068,-7.071067,45,4,4.77E-08,-4,180,8,-3.02E-07,4
