Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
25,3,FALSE,TRUE,0,0,0,10,0,0,4,4,0,180,8,-4,-6.99E-07
26,3,FALSE,TRUE,0,-4,0,6,0,0,8,4,0,225,4,1.171573,-2.828427
27,3,FALSE,TRUE,0,-4,0,6,0,315,4,-1.171573,-2.828428,135,4,-1.171574,1.171572
28,3,FALSE,TRUE,0,-4,0,5.238795,3.826835,0,8,3.391036,3.061468,225,8,0.3295674,-4.329568
29,3,FALSE,TRUE,0,-4,0,-14,-8.74E-07,270,4,-4,4,270,8,4,4
30,3,FALSE,TRUE,0,0,0,9.238795,3.826835,225,4,-1.530734,-3.695518,180,4,-5.96E-07,0
31,3,FALSE,TRUE,0,-4,0,3.071066,-7.071069,45,8,4,0,90,4,4,4
32,3,FALSE,TRUE,0,4,0,-3.071068,7.071068,315,4,4,4,90,8,-4,3.999999
33,3,FALSE,TRUE,0,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,180,8,-4,4.77E-07
34,3,FALSE,TRUE,0,0,0,9.238795,3.826835,0,4,3.695518,1.530734,135,8,-3.695518,4.592202
35,3,FALSE,TRUE,0,4,0,13.2388,3.826835,135,4,0.304482,1.530734,45,4,-3.391036,2.38E-07
36,3,FALSE,TRUE,0,4,0,7.826836,-9.238794,270,8,-3.391036,-3.061467,180,8,4,2.38E-07
37,3,FALSE,TRUE,0,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
38,3,FALSE,TRUE,0,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
39,3,FALSE,TRUE,0,-4,0,3.071066,-7.071069,45,4,0,0,0,4,4,0
40,3,FALSE,TRUE,0,-4,0,3.071066,-7.071069,45,8,4,0,90,4,4,4
41,3,FALSE,TRUE,0,4,0,11.07107,-7.071069,135,4,4,4,90,8,-4,3.999999
42,3,FALSE,TRUE,0,4,0,11.07107,-7.071069,270,4,1.171573,-2.828427,180,4,4,2.38E-07
43,3,FALSE,TRUE,0,0,0,7.071066,-7.071069,315,4,4.77E-08,-4,225,4,-2.828427,-1.171573
44,3,FALSE,TRUE,0,0,0,3.826834,9.238795,315,4,3.695518,1.530734,135,8,-3.695518,4.592202
45,3,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,180,4,-0.304482,1.530734
46,3,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,0,4,-2.469266,3.695518,270,4,1.226252,2.164784
47,3,FALSE,TRUE,0,-4,0,5.238795,3.826835,0,8,3.391036,3.061468,225,8,0.3295674,-4.329568
48,3,FALSE,TRUE,0,4,0,14,0,90,4,4,4,90,8,-4,3.999999
49,3,FALSE,TRUE,0,4,0,0.173166,9.238795,45,8,-3.391036,3.061468,225,4,0.304482,4.592202
50,3,FALSE,TRUE,0,0,0,3.826834,9.238795,45,4,-1.530734,3.695518,135,4,-3.061468,2.38E-07
51,3,FALSE,TRUE,0,-4,0,-0.1731658,9.238795,270,8,3.391037,-3.061467,180,8,-4,4.77E-07
52,4,FALSE,TRUE,9,4,0,11.07107,-7.071069,270,4,1.171573,-2.828427,180,4,4,2.38E-07
53,4,FALSE,TRUE,9,4,0,11.07107,-7.071069,225,4,0,-3.50E-07,0,4,-4,-6.99E-07
54,4,FALSE,TRUE,9,-4,0,3.071066,-7.071069,45,8,4,0,180,8,-4,-6.99E-07
55,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
56,4,FALSE,TRUE,9,-4,0,-0.1731658,9.238795,315,8,3.391036,3.061468,225,8,0.3295674,-4.329568
57,4,FALSE,TRUE,9,-4,0,3.071066,-7.071069,315,4,-4,-4,90,8,4,-4
58,4,FALSE,TRUE,9,0,0,7.071066,-7.071069,135,4,-1.75E-07,4,90,4,-4,4
59,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,45,4,4,-4,270,8,-4,-4
60,4,FALSE,TRUE,9,-4,0,3.071068,7.071068,225,4,-4,-4,90,8,4,-4
61,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,45,8,3.391036,3.061468,225,8,0.3295674,-4.329568
62,4,FALSE,TRUE,9,-4,0,3.071068,7.071068,315,4,0,0,135,4,-2.828427,2.828427
63,4,FALSE,TRUE,9,4,0,11.07107,7.071068,90,4,1.171573,2.828427,45,4,-2.828427,2.828427
64,4,FALSE,TRUE,9,-4,0,3.071068,7.071068,315,8,4,0,180,8,-4,-6.99E-07
65,4,FALSE,TRUE,9,-4,0,3.071068,7.071068,0,4,-1.171573,2.828427,180,4,-4,2.38E-07
66,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,0,8,3.391037,-3.061467,135,8,0.3295693,4.329569
67,4,FALSE,TRUE,9,4,0,4,-10,270,8,-4,-6.99E-07,270,4,-4,3.999999
68,4,FALSE,TRUE,9,4,0,14,0,225,4,1.171573,-2.828427,315,4,-2.828427,-2.828427
69,4,FALSE,TRUE,9,-4,0,5.238795,-3.826834,45,8,3.391036,3.061468,225,8,0.3295674,-4.329568
70,4,FALSE,TRUE,9,0,0,9.238795,3.826835,0,4,3.695518,1.530734,135,8,-3.695518,4.592202
71,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,135,4,-1.171573,-2.828428
72,4,FALSE,TRUE,9,-4,0,6,0,45,4,-1.171573,2.828427,180,4,-4,2.38E-07
73,4,FALSE,TRUE,9,-4,0,6,0,90,4,-4,4,270,8,4,4
74,4,FALSE,TRUE,9,-4,0,6,0,0,8,4,0,180,8,-4,-6.99E-07
75,4,FALSE,TRUE,9,-4,0,6,0,270,4,-4,-4,90,8,4,-4
76,4,FALSE,TRUE,9,4,0,0.1731644,-9.238795,315,8,-3.391036,-3.061467,180,8,4,2.38E-07
77,4,FALSE,TRUE,9,-4,0,-4,-10,90,8,4,0,135,4,1.171573,2.828427
78,4,FALSE,TRUE,9,4,0,4,-10,270,8,-4,-6.99E-07,270,4,-4,3.999999
79,4,FALSE,TRUE,9,0,0,1.19E-07,-10,45,4,2.828427,-2.828428,225,4,-1.171573,-2.828428
80,4,FALSE,TRUE,9,-4,0,5.238795,3.826835,0,8,3.391036,3.061468,225,8,0.3295674,-4.329568
81,4,FALSE,TRUE,9,0,0,1.19E-07,-10,315,4,-2.828427,-2.828427,180,4,-2.38E-07,2.38E-07
82,4,FALSE,TRUE,9,4,0,0.173166,9.238795,45,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
83,4,FALSE,TRUE,9,0,0,1.19E-07,-10,0,4,4.77E-08,-4,90,4,4,-4
