Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
66,4,FALSE,TRUE,9,4,0,11.07107,-7.071069,225,4,0,-3.50E-07,180,4,4,-3.50E-07
67,4,FALSE,TRUE,9,-4,0,3.071066,-7.071069,0,4,-1.171573,-2.828428,45,4,2.828427,-2.828428
68,4,FALSE,TRUE,9,-4,0,-0.1731639,-9.238794,45,8,3.391037,-3.061467,135,8,0.3295693,4.329569
69,4,FALSE,TRUE,9,0,0,3.826836,-9.238794,45,4,3.695518,-1.530734,180,8,-3.695518,1.530734
70,4,FALSE,TRUE,9,4,0,7.826836,-9.238794,270,8,-3.391036,-3.061467,180,4,0.304482,-1.530734
71,4,FALSE,TRUE,9,-4,0,3.071066,-7.071069,315,4,-4,-4,90,8,4,-4
72,4,FALSE,TRUE,9,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,90,4,-4,-4
73,4,FALSE,TRUE,9,0,0,3.826836,-9.238794,0,4,1.530734,-3.695518,135,4,3.061468,2.38E-07
74,4,FALSE,TRUE,9,0,0,3.826836,-9.238794,225,4,-3.695518,1.530734,225,8,3.695518,4.592202
75,4,FALSE,TRUE,9,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,270,4,-4,3.999999
76,4,FALSE,TRUE,9,4,0,0.1731644,-9.238795,270,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
77,4,FALSE,TRUE,9,4,0,-5.238795,-3.826834,315,8,-3.391036,3.061468,135,4,-1.860302,-0.6340499
78,4,FALSE,TRUE,9,0,0,-9.238795,-3.826834,180,4,3.695518,1.530734,225,4,2.164784,-2.164784
79,4,FALSE,TRUE,9,-4,0,-11.07107,-7.071067,45,4,-4,-4,90,8,4,-4
80,4,FALSE,TRUE,9,0,0,-7.071068,7.071068,315,4,-1.75E-07,4,270,4,4,4
81,4,FALSE,TRUE,9,0,0,-9.238795,-3.826834,0,4,-3.695518,-1.530734,180,8,3.695518,1.530734
82,4,FALSE,TRUE,9,4,0,-5.238795,-3.826834,0,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
83,4,FALSE,TRUE,9,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,90,4,-4,-4
