Trial,Block,Visual,Motor,DynamicClickRate,StartX,StartZ,OrientX,OrientZ,EgocentricAngle_0,Distance_0,WaypointX_0,WaypointZ_0,EgocentricAngle_1,Distance_1,WaypointX_1,WaypointZ_1
66,4,FALSE,TRUE,0,-4,0,5.238795,3.826835,315,8,3.391037,-3.061467,135,8,0.3295693,4.329569
67,4,FALSE,TRUE,0,4,0,-3.071068,7.071068,45,8,-4,-6.99E-07,180,4,0,-6.99E-07
68,4,FALSE,TRUE,0,4,0,11.07107,7.071068,45,4,4,4,90,8,-4,3.999999
69,4,FALSE,TRUE,0,4,0,11.07107,7.071068,90,4,1.171573,2.828427,135,4,1.171573,-1.171573
70,4,FALSE,TRUE,0,-4,0,3.071068,7.071068,0,4,-1.171573,2.828427,315,4,2.828427,2.828427
71,4,FALSE,TRUE,0,4,0,-5.238795,-3.826834,0,8,-3.391036,-3.061467,180,4,0.304482,-1.530734
72,4,FALSE,TRUE,0,-4,0,3.071068,7.071068,315,8,4,0,225,4,1.171573,-2.828427
73,4,FALSE,TRUE,0,-4,0,-7.826834,9.238795,270,8,3.391036,3.061468,225,8,0.3295674,-4.329568
74,4,FALSE,TRUE,0,4,0,0.173166,9.238795,45,8,-3.391036,3.061468,135,8,-0.3295672,-4.329568
75,4,FALSE,TRUE,0,0,0,7.071068,7.071068,270,4,2.828427,-2.828428,180,8,-2.828428,2.828427
76,4,FALSE,TRUE,0,-4,0,-7.826836,-9.238795,90,8,3.391037,-3.061467,135,8,0.3295693,4.329569
77,4,FALSE,TRUE,0,-4,0,-11.07107,-7.071067,225,4,-4,4,270,8,4,4
78,4,FALSE,TRUE,0,4,0,-6,-8.74E-07,0,8,-4,-6.99E-07,180,8,4,-6.99E-07
79,4,FALSE,TRUE,0,4,0,-3.071068,-7.071067,315,8,-4,-6.99E-07,270,4,-4,3.999999
80,4,FALSE,TRUE,0,0,0,-7.071068,-7.071067,315,4,-4,-3.50E-07,90,4,-4,-4
81,4,FALSE,TRUE,0,-4,0,-11.07107,-7.071067,135,4,0,0,0,4,4,0
82,4,FALSE,TRUE,0,4,0,-5.238795,3.826835,45,8,-3.391036,-3.061467,225,8,-0.3295686,4.329569
83,4,FALSE,TRUE,0,-4,0,-11.07107,-7.071067,45,4,-4,-4,180,4,-4,0
